2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:42:12,694 | [2025-10-16 19:42:07.257] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 5436.65ms
2025-10-16 19:42:12,759 | [2025-10-16 19:42:07.221] Text: A moving story told with hones | Result: positive | Q:False | Latency: 5537.10ms
2025-10-16 19:42:12,823 | [2025-10-16 19:42:07.255] Text: A moving story told with hones | Result: positive | Q:False | Latency: 5567.71ms
2025-10-16 19:42:12,893 | [2025-10-16 19:42:07.252] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 5639.30ms
2025-10-16 19:42:12,963 | [2025-10-16 19:42:07.236] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5726.21ms
2025-10-16 19:42:13,014 | [2025-10-16 19:42:07.241] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5772.79ms
2025-10-16 19:42:13,084 | [2025-10-16 19:42:07.246] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 5837.84ms
2025-10-16 19:42:13,149 | [2025-10-16 19:42:07.242] Text: A moving story told with hones | Result: positive | Q:False | Latency: 5905.98ms
2025-10-16 19:42:13,207 | [2025-10-16 19:42:07.243] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 5963.04ms
2025-10-16 19:42:13,260 | [2025-10-16 19:42:07.259] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 6000.55ms
2025-10-16 19:42:13,330 | [2025-10-16 19:42:07.260] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 6069.18ms
2025-10-16 19:42:13,391 | Error: Server disconnected
2025-10-16 19:42:13,470 | Error: Server disconnected
2025-10-16 19:42:13,547 | Error: Server disconnected
2025-10-16 19:42:13,600 | Error: Server disconnected
2025-10-16 19:42:13,676 | [2025-10-16 19:42:13.336] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 339.61ms
2025-10-16 19:42:13,729 | [2025-10-16 19:42:13.335] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 393.63ms
2025-10-16 19:42:13,782 | [2025-10-16 19:42:13.334] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 446.90ms
2025-10-16 19:42:13,837 | [2025-10-16 19:42:13.335] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 501.93ms
2025-10-16 19:42:13,930 | [2025-10-16 19:42:13.336] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 593.24ms
2025-10-16 19:42:14,003 | [2025-10-16 19:42:13.337] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 665.88ms
2025-10-16 19:42:14,076 | [2025-10-16 19:42:13.336] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 738.87ms
2025-10-16 19:42:14,142 | [2025-10-16 19:42:13.335] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 806.44ms
2025-10-16 19:42:14,199 | [2025-10-16 19:42:13.340] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 858.00ms
2025-10-16 19:42:14,252 | [2025-10-16 19:42:13.338] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 913.07ms
2025-10-16 19:42:14,328 | [2025-10-16 19:42:13.340] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 987.01ms
2025-10-16 19:42:14,394 | [2025-10-16 19:42:13.337] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 1056.05ms
2025-10-16 19:42:14,460 | [2025-10-16 19:42:13.342] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 1117.34ms
2025-10-16 19:42:14,514 | [2025-10-16 19:42:13.342] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1170.47ms
2025-10-16 19:42:14,583 | [2025-10-16 19:42:13.341] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 1241.33ms
2025-10-16 19:42:14,663 | [2025-10-16 19:42:13.348] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1314.52ms
2025-10-16 19:42:14,699 | [2025-10-16 19:42:13.342] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1356.84ms
2025-10-16 19:42:14,767 | [2025-10-16 19:42:13.343] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1424.17ms
2025-10-16 19:42:14,832 | [2025-10-16 19:42:13.349] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1483.23ms
2025-10-16 19:42:14,901 | [2025-10-16 19:42:13.347] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 1554.56ms
2025-10-16 19:42:14,954 | [2025-10-16 19:42:13.347] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 1607.76ms
2025-10-16 19:42:15,013 | [2025-10-16 19:42:13.349] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 1664.87ms
2025-10-16 19:42:15,077 | [2025-10-16 19:42:13.343] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1732.84ms
2025-10-16 19:42:15,135 | [2025-10-16 19:42:13.345] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 1789.26ms
2025-10-16 19:42:15,198 | [2025-10-16 19:42:13.347] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1850.32ms
2025-10-16 19:42:15,256 | [2025-10-16 19:42:13.346] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1909.62ms
2025-10-16 19:42:15,322 | [2025-10-16 19:42:13.348] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1975.05ms
2025-10-16 19:42:15,375 | [2025-10-16 19:42:13.348] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2027.11ms
2025-10-16 19:42:15,432 | [2025-10-16 19:42:13.338] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2093.55ms
2025-10-16 19:42:15,482 | [2025-10-16 19:42:13.351] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2130.18ms
2025-10-16 19:42:15,551 | [2025-10-16 19:42:13.352] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2198.01ms
2025-10-16 19:42:15,602 | [2025-10-16 19:42:13.351] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 2250.71ms
2025-10-16 19:42:15,668 | [2025-10-16 19:42:13.351] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2316.32ms
2025-10-16 19:42:15,735 | [2025-10-16 19:42:13.350] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2384.76ms
2025-10-16 19:42:15,808 | [2025-10-16 19:42:13.350] Text: A solid film with great charac | Result: positive | Q:False | Latency: 2458.46ms
2025-10-16 19:42:15,857 | [2025-10-16 19:42:13.352] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2504.87ms
2025-10-16 19:42:15,908 | [2025-10-16 19:42:13.350] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 2558.01ms
2025-10-16 19:42:15,974 | [2025-10-16 19:42:13.356] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2617.34ms
2025-10-16 19:42:16,027 | [2025-10-16 19:42:13.353] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 2674.07ms
2025-10-16 19:42:16,094 | [2025-10-16 19:42:13.353] Text: A solid film with great charac | Result: positive | Q:False | Latency: 2741.25ms
2025-10-16 19:42:16,143 | [2025-10-16 19:42:13.359] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2784.36ms
2025-10-16 19:42:16,197 | [2025-10-16 19:42:13.356] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 2841.18ms
2025-10-16 19:42:16,262 | [2025-10-16 19:42:13.354] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 2907.28ms
2025-10-16 19:42:16,332 | [2025-10-16 19:42:13.354] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2978.12ms
2025-10-16 19:42:16,387 | [2025-10-16 19:42:13.356] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3030.60ms
2025-10-16 19:42:16,433 | [2025-10-16 19:42:13.353] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3079.80ms
2025-10-16 19:42:16,494 | [2025-10-16 19:42:13.357] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 3136.66ms
2025-10-16 19:42:16,540 | [2025-10-16 19:42:13.355] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 3185.34ms
2025-10-16 19:42:16,606 | [2025-10-16 19:42:13.354] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3251.07ms
2025-10-16 19:42:16,658 | [2025-10-16 19:42:13.357] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 3301.42ms
2025-10-16 19:42:16,730 | [2025-10-16 19:42:13.349] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3380.94ms
2025-10-16 19:42:16,794 | [2025-10-16 19:42:13.357] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3437.04ms
2025-10-16 19:42:16,849 | [2025-10-16 19:42:13.358] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3491.29ms
2025-10-16 19:42:16,919 | [2025-10-16 19:42:13.349] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3569.62ms
2025-10-16 19:42:16,970 | [2025-10-16 19:42:13.358] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3611.15ms
2025-10-16 19:42:17,043 | [2025-10-16 19:42:13.355] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3687.85ms
2025-10-16 19:42:17,101 | [2025-10-16 19:42:13.360] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3740.67ms
2025-10-16 19:42:17,170 | [2025-10-16 19:42:13.360] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3809.24ms
2025-10-16 19:42:17,223 | [2025-10-16 19:42:13.361] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 3861.59ms
2025-10-16 19:42:17,272 | [2025-10-16 19:42:13.355] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3915.99ms
2025-10-16 19:42:17,341 | [2025-10-16 19:42:13.361] Text: A moving story told with hones | Result: positive | Q:False | Latency: 3978.99ms
2025-10-16 19:42:17,408 | [2025-10-16 19:42:13.358] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4049.70ms
2025-10-16 19:42:17,468 | [2025-10-16 19:42:13.359] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4108.24ms
2025-10-16 19:42:17,535 | [2025-10-16 19:42:13.362] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4172.17ms
2025-10-16 19:42:17,582 | [2025-10-16 19:42:13.362] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4220.52ms
2025-10-16 19:42:17,640 | [2025-10-16 19:42:13.361] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4278.24ms
2025-10-16 19:42:17,694 | [2025-10-16 19:42:13.363] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 4330.60ms
2025-10-16 19:42:17,742 | [2025-10-16 19:42:13.361] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4380.67ms
2025-10-16 19:42:17,803 | [2025-10-16 19:42:13.362] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 4440.55ms
2025-10-16 19:42:17,861 | [2025-10-16 19:42:13.363] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4497.52ms
2025-10-16 19:42:17,918 | [2025-10-16 19:42:13.363] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4554.10ms
2025-10-16 19:42:17,978 | [2025-10-16 19:42:13.362] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 4614.74ms
2025-10-16 19:42:18,060 | [2025-10-16 19:42:13.364] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4695.73ms
2025-10-16 19:42:18,126 | [2025-10-16 19:42:13.365] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4760.19ms
2025-10-16 19:42:18,171 | [2025-10-16 19:42:13.365] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4805.87ms
2025-10-16 19:42:18,222 | [2025-10-16 19:42:13.364] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4857.33ms
2025-10-16 19:42:18,281 | [2025-10-16 19:42:13.364] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4916.58ms
2025-10-16 19:42:18,345 | [2025-10-16 19:42:13.365] Text: A solid film with great charac | Result: positive | Q:False | Latency: 4980.16ms
2025-10-16 19:42:18,398 | [2025-10-16 19:42:13.367] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 5031.10ms
2025-10-16 19:42:18,469 | [2025-10-16 19:42:13.366] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5102.58ms
2025-10-16 19:42:18,546 | [2025-10-16 19:42:13.367] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 5178.61ms
2025-10-16 19:42:18,594 | [2025-10-16 19:42:13.367] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5226.94ms
2025-10-16 19:42:18,661 | [2025-10-16 19:42:13.368] Text: A moving story told with hones | Result: positive | Q:False | Latency: 5292.36ms
2025-10-16 19:42:18,710 | [2025-10-16 19:42:13.365] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5344.33ms
2025-10-16 19:42:18,763 | [2025-10-16 19:42:13.370] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 5391.81ms
2025-10-16 19:42:18,825 | [2025-10-16 19:42:13.369] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 5455.37ms
2025-10-16 19:42:18,892 | [2025-10-16 19:42:13.369] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 5522.74ms
2025-10-16 19:42:18,960 | [2025-10-16 19:42:13.369] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 5590.54ms
2025-10-16 19:42:19,018 | [2025-10-16 19:42:13.366] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5651.42ms
2025-10-16 19:42:19,077 | [2025-10-16 19:42:13.368] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 5708.46ms
2025-10-16 19:42:19,142 | [2025-10-16 19:42:13.370] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 5771.41ms
2025-10-16 19:42:19,197 | [2025-10-16 19:42:13.370] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 5825.94ms
2025-10-16 19:42:19,244 | [2025-10-16 19:42:13.371] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5873.14ms
2025-10-16 19:42:19,320 | [2025-10-16 19:42:13.371] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 5947.81ms
2025-10-16 19:42:19,374 | [2025-10-16 19:42:13.371] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 6001.36ms
2025-10-16 19:42:19,425 | [2025-10-16 19:42:13.371] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 6053.08ms
2025-10-16 19:42:19,470 | Error: Server disconnected
2025-10-16 19:42:19,470 | Error: Server disconnected
2025-10-16 19:42:19,470 | Error: Server disconnected
2025-10-16 19:42:19,471 | Error: Server disconnected
2025-10-16 19:42:19,471 | Error: Server disconnected
2025-10-16 19:42:19,471 | Error: Server disconnected
2025-10-16 19:42:19,471 | Error: Server disconnected
2025-10-16 19:42:19,471 | Error: Server disconnected
2025-10-16 19:42:19,514 | Error: Server disconnected
2025-10-16 19:42:19,584 | Error: Server disconnected
2025-10-16 19:42:19,634 | Error: Server disconnected
2025-10-16 19:42:19,701 | Error: Server disconnected
2025-10-16 19:42:19,770 | [2025-10-16 19:42:19.432] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 338.27ms
2025-10-16 19:42:19,846 | [2025-10-16 19:42:19.432] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 414.99ms
2025-10-16 19:42:19,912 | [2025-10-16 19:42:19.435] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 477.25ms
2025-10-16 19:42:19,975 | [2025-10-16 19:42:19.435] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 539.56ms
2025-10-16 19:42:20,043 | [2025-10-16 19:42:19.441] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 602.01ms
2025-10-16 19:42:20,092 | [2025-10-16 19:42:19.443] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 649.72ms
2025-10-16 19:42:20,148 | [2025-10-16 19:42:19.443] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 705.16ms
2025-10-16 19:42:20,194 | [2025-10-16 19:42:19.436] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 757.67ms
2025-10-16 19:42:20,242 | [2025-10-16 19:42:19.443] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 799.53ms
2025-10-16 19:42:20,311 | [2025-10-16 19:42:19.445] Text: A moving story told with hones | Result: positive | Q:False | Latency: 866.94ms
2025-10-16 19:42:20,378 | [2025-10-16 19:42:19.444] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 934.27ms
2025-10-16 19:42:20,441 | [2025-10-16 19:42:19.446] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 995.54ms
2025-10-16 19:42:20,493 | [2025-10-16 19:42:19.445] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 1047.71ms
2025-10-16 19:42:20,551 | [2025-10-16 19:42:19.444] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1106.85ms
2025-10-16 19:42:20,603 | [2025-10-16 19:42:19.446] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 1157.92ms
2025-10-16 19:42:20,653 | [2025-10-16 19:42:19.436] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1216.54ms
2025-10-16 19:42:20,721 | [2025-10-16 19:42:19.438] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1282.94ms
2025-10-16 19:42:20,781 | [2025-10-16 19:42:19.440] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1341.90ms
2025-10-16 19:42:20,850 | [2025-10-16 19:42:19.438] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1412.85ms
2025-10-16 19:42:20,895 | [2025-10-16 19:42:19.439] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1456.04ms
2025-10-16 19:42:20,958 | [2025-10-16 19:42:19.440] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1518.04ms
2025-10-16 19:42:21,024 | [2025-10-16 19:42:19.440] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1584.71ms
2025-10-16 19:42:21,080 | [2025-10-16 19:42:19.446] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1634.22ms
2025-10-16 19:42:21,135 | [2025-10-16 19:42:19.446] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1688.45ms
2025-10-16 19:42:21,178 | [2025-10-16 19:42:19.446] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1731.52ms
2025-10-16 19:42:21,239 | [2025-10-16 19:42:19.446] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1792.46ms
2025-10-16 19:42:21,284 | [2025-10-16 19:42:19.446] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1837.67ms
2025-10-16 19:42:21,335 | [2025-10-16 19:42:19.447] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 1888.29ms
2025-10-16 19:42:21,378 | [2025-10-16 19:42:19.447] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1932.09ms
2025-10-16 19:42:21,441 | [2025-10-16 19:42:19.447] Text: Incredible performances by the | Result: positive | Q:False | Latency: 1994.02ms
2025-10-16 19:42:21,491 | [2025-10-16 19:42:19.447] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2043.79ms
2025-10-16 19:42:21,552 | [2025-10-16 19:42:19.447] Text: Incredible performances by the | Result: positive | Q:False | Latency: 2104.20ms
2025-10-16 19:42:21,598 | [2025-10-16 19:42:19.448] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 2150.20ms
2025-10-16 19:42:21,649 | [2025-10-16 19:42:19.447] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2200.71ms
2025-10-16 19:42:21,717 | [2025-10-16 19:42:19.448] Text: A solid film with great charac | Result: positive | Q:False | Latency: 2268.00ms
2025-10-16 19:42:21,784 | [2025-10-16 19:42:19.449] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 2335.40ms
2025-10-16 19:42:21,840 | [2025-10-16 19:42:19.450] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2389.99ms
2025-10-16 19:42:21,888 | [2025-10-16 19:42:19.449] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 2437.93ms
2025-10-16 19:42:21,951 | [2025-10-16 19:42:19.449] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2501.63ms
2025-10-16 19:42:22,023 | [2025-10-16 19:42:19.448] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2574.32ms
2025-10-16 19:42:22,075 | [2025-10-16 19:42:19.450] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 2623.25ms
2025-10-16 19:42:22,128 | [2025-10-16 19:42:19.448] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 2678.74ms
2025-10-16 19:42:22,191 | [2025-10-16 19:42:19.449] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 2741.76ms
2025-10-16 19:42:22,247 | [2025-10-16 19:42:19.451] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2795.67ms
2025-10-16 19:42:22,310 | [2025-10-16 19:42:19.450] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 2859.66ms
2025-10-16 19:42:22,363 | [2025-10-16 19:42:19.451] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 2910.86ms
2025-10-16 19:42:22,421 | [2025-10-16 19:42:19.452] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2968.07ms
2025-10-16 19:42:22,485 | [2025-10-16 19:42:19.451] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3033.45ms
2025-10-16 19:42:22,545 | [2025-10-16 19:42:19.452] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3093.51ms
2025-10-16 19:42:22,597 | [2025-10-16 19:42:19.451] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3145.31ms
2025-10-16 19:42:22,663 | [2025-10-16 19:42:19.453] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3209.69ms
2025-10-16 19:42:22,718 | [2025-10-16 19:42:19.456] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3260.48ms
2025-10-16 19:42:22,774 | [2025-10-16 19:42:19.457] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3315.58ms
2025-10-16 19:42:22,840 | [2025-10-16 19:42:19.456] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3382.63ms
2025-10-16 19:42:22,884 | [2025-10-16 19:42:19.457] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3427.09ms
2025-10-16 19:42:22,960 | [2025-10-16 19:42:19.458] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3501.40ms
2025-10-16 19:42:23,015 | [2025-10-16 19:42:19.453] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3561.41ms
2025-10-16 19:42:23,080 | [2025-10-16 19:42:19.453] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3625.64ms
2025-10-16 19:42:23,126 | [2025-10-16 19:42:19.453] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3672.67ms
2025-10-16 19:42:23,175 | [2025-10-16 19:42:19.455] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3719.53ms
2025-10-16 19:42:23,227 | [2025-10-16 19:42:19.458] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3767.63ms
2025-10-16 19:42:23,281 | [2025-10-16 19:42:19.454] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3825.93ms
2025-10-16 19:42:23,344 | [2025-10-16 19:42:19.454] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3888.96ms
2025-10-16 19:42:23,411 | [2025-10-16 19:42:19.454] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3956.21ms
2025-10-16 19:42:23,488 | [2025-10-16 19:42:19.459] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4028.31ms
2025-10-16 19:42:23,514 | [2025-10-16 19:42:19.462] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4052.19ms
2025-10-16 19:42:23,579 | [2025-10-16 19:42:19.462] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4116.15ms
2025-10-16 19:42:23,642 | [2025-10-16 19:42:19.461] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4180.13ms
2025-10-16 19:42:23,714 | [2025-10-16 19:42:19.459] Text: A solid film with great charac | Result: positive | Q:False | Latency: 4253.80ms
2025-10-16 19:42:23,772 | [2025-10-16 19:42:19.455] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4315.67ms
2025-10-16 19:42:23,818 | [2025-10-16 19:42:19.459] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 4358.57ms
2025-10-16 19:42:23,876 | [2025-10-16 19:42:19.458] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4416.52ms
2025-10-16 19:42:23,943 | [2025-10-16 19:42:19.456] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4486.82ms
2025-10-16 19:42:23,995 | [2025-10-16 19:42:19.460] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4533.60ms
2025-10-16 19:42:24,059 | [2025-10-16 19:42:19.462] Text: A solid film with great charac | Result: positive | Q:False | Latency: 4595.36ms
2025-10-16 19:42:24,111 | [2025-10-16 19:42:19.460] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4650.52ms
2025-10-16 19:42:24,176 | [2025-10-16 19:42:19.461] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 4714.46ms
2025-10-16 19:42:24,231 | [2025-10-16 19:42:19.455] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4774.76ms
2025-10-16 19:42:24,290 | [2025-10-16 19:42:19.461] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 4828.76ms
2025-10-16 19:42:24,344 | [2025-10-16 19:42:19.463] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4879.98ms
2025-10-16 19:42:24,410 | [2025-10-16 19:42:19.466] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4943.70ms
2025-10-16 19:42:24,455 | [2025-10-16 19:42:19.465] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4989.82ms
2025-10-16 19:42:24,521 | [2025-10-16 19:42:19.467] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 5053.40ms
2025-10-16 19:42:24,577 | [2025-10-16 19:42:19.466] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 5110.86ms
2025-10-16 19:42:24,640 | [2025-10-16 19:42:19.467] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 5172.25ms
